,address,x,y
1751,268D COMPASSVALE LINK,34959.2500226041,40780.6395121627
1752,266A COMPASSVALE BOW,35064.8826827314,40490.9111636151
1753,275C COMPASSVALE LINK,34748.610492914,40577.1591475904
1754,158B RIVERVALE CRES,36163.7515404727,41149.3396332767
1755,188A RIVERVALE DR,36013.3604929075,41798.3250973765
1756,157A RIVERVALE CRES,36354.802508872,41087.6164344475
1757,157B RIVERVALE CRES,36336.9993348699,41062.8403947689
1758,122D RIVERVALE DR,36057.6818409292,41003.6794412974
1759,318D ANCHORVALE LINK,34253.3304205947,41671.988319153
1760,307D ANCHORVALE RD,33917.2034323029,41357.7709319461
1761,116C RIVERVALE DR,35738.2163485624,40457.3173943833
1762,123A RIVERVALE DR,35743.5821356438,40887.0717918836
1763,405B FERNVALE LANE,32490.6115524843,41214.3383424971
1764,323C SENGKANG EAST WAY,34575.3522560624,41646.8778182529
1765,122A SENGKANG EAST WAY,36091.182959863,40950.427797094
1766,238 COMPASSVALE WALK,35272.0909429826,41373.4162105862
1767,413A FERNVALE LINK,33053.6249555508,41248.0520940181
1768,116B RIVERVALE DR,35682.9260951178,40446.7907647379
1769,312B ANCHORVALE LANE,33806.8611344462,41516.4787133969
1770,117A RIVERVALE DR,35709.7640503841,40570.3041151725
1771,299A COMPASSVALE ST,35713.751463755,42014.8999667987
1772,302C ANCHORVALE LINK,34324.9512198307,41112.383000249
1773,147 RIVERVALE CRES,36045.00633578,41383.2696500048
1774,138 RIVERVALE ST,35935.3187344102,41174.5227168016
1775,306 SERANGOON AVE 2,31718.808205409,37382.831299752
1776,203 SERANGOON CTRL,32448.2435790608,37131.5133857559
1777,254 SERANGOON CTRL DR,32233.523350074,37342.3544094134
1778,144 SERANGOON NTH AVE 1,32420.659669335,38867.8691729978
1779,118 SERANGOON NTH AVE 1,32183.4402492074,38846.2390362043
1780,509 SERANGOON NTH AVE 4,32777.9755174844,39322.758437125
1781,554 SERANGOON NTH AVE 3,32125.6110870214,39330.7108655591
1782,551 SERANGOON NTH AVE 3,32176.5430534901,39373.6957307588
1783,208 SERANGOON CTRL,32479.706573043,37394.7347291727
1784,6 LOR LEW LIAN,32897.584630969,36839.5701169632
1785,140 SERANGOON NTH AVE 2,32639.3630439071,38940.0978744179
1786,307 SERANGOON AVE 2,31756.0072547179,37413.4433699083
1787,234 SERANGOON AVE 3,32030.4000569042,37432.3954863045
1788,213 SERANGOON AVE 4,32426.4675505869,37694.812942341
1789,415 SERANGOON CTRL,32582.9843537686,36879.1967191026
1790,519 SERANGOON NTH AVE 4,32593.0412545744,39333.4857435022
1791,822 TAMPINES ST 81,39246.9930428779,36718.5952515192
1792,467 TAMPINES ST 44,41504.5538542429,38004.2651197985
1793,821 TAMPINES ST 81,39276.9654900022,36727.1574890204
1794,417 TAMPINES ST 41,40682.1375652468,37872.9058842305
1795,419 TAMPINES ST 41,40621.0456960239,37768.0331926402
1796,138 TAMPINES ST 11,40494.3994882014,36404.8556444347
1797,270 TAMPINES ST 21,40833.4560843688,36861.0605670121
1798,853 TAMPINES ST 83,39323.5054812292,37263.7625000458
1799,813 TAMPINES ST 81,39473.6263870401,36564.7366734706
1800,225 TAMPINES ST 23,41432.3477327386,37472.2390190829
1801,410 TAMPINES ST 41,40548.8383637993,37873.116095379
1802,408 TAMPINES ST 41,40458.712203607,37872.6337447893
1803,269 TAMPINES ST 21,40765.4768867902,36984.3846517447
1804,403 TAMPINES ST 41,40419.7250126246,37732.5400166251
1805,845 TAMPINES ST 83,39307.8478532527,37143.2294260897
1806,291 TAMPINES ST 22,41562.0403223177,36904.4844390471
1807,909 TAMPINES AVE 4,39806.4693596344,36923.7420804724
1808,259 TAMPINES ST 21,40983.7503954582,37469.8469100613
1809,237 TAMPINES ST 21,40675.0635742368,37509.0675882716
1810,290 TAMPINES ST 22,41496.8622752931,36888.8656751607
1811,227 TAMPINES ST 23,41542.0582469711,37420.7253322341
1812,725 TAMPINES ST 71,39353.2021567542,37674.2073767968
1813,215 TAMPINES ST 23,41337.3057795782,37417.3809016421
1814,154 SIMEI ST 1,41764.0229362529,36327.7819165941
1815,339 TAMPINES ST 33,42000.7988396147,37028.7040020786
1816,353 TAMPINES ST 33,42435.2611193033,37401.0386118721
1817,497C TAMPINES ST 45,41916.4926981358,37814.5087735988
1818,341 TAMPINES ST 33,42224.5343270162,37028.7168659717
1819,225 SIMEI ST 4,41791.9814425446,36052.2254315056
1820,735 TAMPINES ST 72,39222.0151460143,37960.7388814408
1821,108 TAMPINES ST 11,40825.2790372279,36666.0448559597
1822,715 TAMPINES ST 71,39542.0859375196,37958.6657061651
1823,723 TAMPINES ST 72,39330.2306942642,37998.8620122932
1824,359 TAMPINES ST 34,42280.5512844818,37552.4028961863
1825,707 TAMPINES ST 71,39526.4177460168,37747.5669203568
1826,274 TAMPINES ST 22,40991.9704534039,36713.9844992906
1827,487B TAMPINES ST 45,41917.0364927314,38037.0962871816
1828,837 TAMPINES ST 83,39255.755351752,37000.061045872
1829,864 TAMPINES ST 83,39330.7884423994,37444.8216740713
1830,858A TAMPINES AVE 5,39551.7908822112,37376.5960043017
1831,862A TAMPINES ST 83,39483.7219400611,37461.826378664
1832,144 TAMPINES ST 12,40285.378781084,36726.85786625
1833,896 TAMPINES ST 81,39032.4226101423,36714.2666271664
1834,711 TAMPINES ST 71,39542.5476453435,37834.2753711678
1835,247 TAMPINES ST 21,40641.6221134989,37154.1653394103
1836,157 SIMEI RD,42033.438894948,36307.3028409537
1837,501 TAMPINES CTRL 1,40367.4996649427,37530.2640453912
1838,508 TAMPINES CTRL 1,40490.0088447509,37415.8632044028
1839,498J TAMPINES ST 45,41752.5028508464,38365.5111445617
1840,109 SIMEI ST 1,40999.6695993505,36045.88858697
1841,228 SIMEI ST 4,41657.6709272256,36078.4587535299
1842,136 SIMEI ST 1,41690.9069288904,36673.7841069847
1843,243 SIMEI ST 5,41560.5413912283,36234.0432120077
1844,868 TAMPINES ST 83,39202.4303076863,37430.0134262536
1845,874 TAMPINES ST 84,38975.9776028506,37312.3992453087
1846,391 TAMPINES AVE 7,41870.4242518265,37524.7208576575
1847,279 TAMPINES ST 22,41173.009650562,36491.9974419698
1848,857B TAMPINES ST 83,39501.3774365708,37376.6504261363
1849,351 TAMPINES ST 33,42411.7103276048,37154.6561953034
1850,112 SIMEI ST 1,40936.3683791915,36140.0575812124
1851,317 TAMPINES ST 33,41752.9963703211,37072.0741484445
1852,718 TAMPINES ST 72,39376.5527862767,37906.6937015075
1853,232 TAMPINES ST 21,40840.8280334109,37610.7693756204
1854,119 SIMEI ST 1,41196.5855344189,36211.7260827906
1855,518B TAMPINES CTRL 7,39724.3133346466,37606.2388335485
1856,938 TAMPINES AVE 5,40064.4800393851,36670.2156630438
1857,495E TAMPINES ST 43,41255.0759007102,38454.7309602499
1858,105 SIMEI ST 1,41068.0244528744,35898.4583233055
1859,226 SIMEI ST 4,41765.8044795068,36076.2311509997
1860,230D TAMPINES ST 24,41160.9394142833,37576.3854909409
1861,149 TAMPINES ST 12,40176.2068553539,37056.7661156785
1862,160 LOR 1 TOA PAYOH,29302.2928377222,34794.5732736941
1863,161 LOR 1 TOA PAYOH,29294.3234592173,34714.5704827998
1864,174 LOR 1 TOA PAYOH,28957.0191371627,34764.4780293591
1865,53 LOR 5 TOA PAYOH,29944.7482870156,35553.1502685845
1866,4 LOR 7 TOA PAYOH,30473.124674255,35690.2979533561
1867,34 LOR 5 TOA PAYOH,30318.9261564827,35220.8990350701
1868,26 TOA PAYOH EAST,30492.8652413599,35102.1962963585
1869,117 POTONG PASIR AVE 1,31305.5489812633,35354.5410819706
1870,125 LOR 1 TOA PAYOH,29382.0507606277,35611.3990660962
1871,100 LOR 1 TOA PAYOH,29699.068329812,35747.7033335026
1872,141 LOR 2 TOA PAYOH,29381.394096721,35335.6568869278
1873,79A TOA PAYOH CTRL,29585.5544920852,35191.2113491371
1874,82A LOR 4 TOA PAYOH,29740.0480318945,35351.3502916619
1875,145 LOR 2 TOA PAYOH,29429.4421902373,35266.2973482199
1876,246 KIM KEAT LINK,30506.8765028985,34776.5105819982
1877,238 LOR 1 TOA PAYOH,30031.7026046589,35819.1433118042
1878,35 LOR 5 TOA PAYOH,30356.2427969081,35168.7150637228
1879,172 LOR 1 TOA PAYOH,29016.1058735363,34720.8510591518
1880,16 MARSILING LANE,21830.3822053131,47107.5579646658
1881,202 MARSILING DR,21528.3869996639,47201.9289674312
1882,2 MARSILING DR,21698.6404429674,46846.65551202
1883,13 MARSILING LANE,21985.9117576694,46974.692987714
1884,17 MARSILING LANE,21813.2441097163,47149.6220475342
1885,206 MARSILING DR,21328.6428847322,47451.4007765632
1886,155 WOODLANDS ST 13,21464.0578787774,46271.2497305237
1887,327 WOODLANDS ST 32,22090.6759688072,45774.2213189285
1888,32 MARSILING DR,21278.3697311971,47226.8023792151
1889,312 WOODLANDS ST 31,21582.5675682891,45823.8177408855
1890,774 WOODLANDS CRES,24196.7687069429,47754.3502712026
1891,554 WOODLANDS DR 53,23901.6235092254,45980.3521297649
1892,630 WOODLANDS RING RD,24425.2925591003,46310.9979494214
1893,612 WOODLANDS AVE 4,23928.5867436761,46309.6140669379
1894,614 WOODLANDS AVE 4,23838.8488611784,46285.2232478876
1895,746 WOODLANDS CIRCLE,23769.6405715859,47130.6629695017
1896,730 WOODLANDS CIRCLE,24036.8993916176,47133.5519274753
1897,622 WOODLANDS DR 52,24191.0128866239,46200.2315971125
1898,617 WOODLANDS AVE 4,23817.0629048068,46178.6416562032
1899,311 WOODLANDS ST 31,21640.1720209643,45798.4380062707
1900,874 WOODLANDS ST 82,23068.6161500467,47203.6289082002
1901,588 WOODLANDS DR 16,23696.0917925909,45489.6939180233
1902,604 WOODLANDS DR 42,23888.4264564486,46536.6697402764
1903,667 WOODLANDS RING RD,24060.507995165,46703.6599014513
1904,757 WOODLANDS AVE 4,23611.9080851059,47524.8878996745
1905,28 MARSILING DR,21366.1107137362,47162.1001448929
1906,317 WOODLANDS ST 31,21651.1569986874,45957.3732818868
1907,524 WOODLANDS DR 14,23588.7724793395,46040.4572324511
1908,682B WOODLANDS DR 62,24709.1512191743,46911.3386472426
1909,683A WOODLANDS DR 62,24614.0526648844,46864.2496855948
1910,841 WOODLANDS ST 82,23369.4115328211,47241.1276408173
1911,519 WOODLANDS DR 14,23438.2846650314,46253.319642866
1912,689A WOODLANDS DR 75,25174.1374589177,47338.4311269168
1913,714 WOODLANDS DR 70,24157.4017435685,47080.0301415157
1914,684D WOODLANDS DR 73,24793.8533264166,47003.5729725007
1915,527 WOODLANDS DR 14,23466.3346411698,45967.6986597069
1916,128 MARSILING RISE,21947.0778740244,46572.0469293781
1917,689F WOODLANDS DR 75,25268.2547251759,47249.1157552041
1918,753 WOODLANDS CIRCLE,23695.7149561942,47495.3321821503
1919,689E WOODLANDS DR 75,25257.4708176684,47286.9199825786
1920,415 WOODLANDS ST 41,21399.646761924,45516.2168138474
1921,688A WOODLANDS DR 75,25093.1570121497,47165.8141475674
1922,425 WOODLANDS ST 41,21398.3014408518,45428.5281041153
1923,643 WOODLANDS RING RD,24466.7440785132,46598.6921078563
1924,897C WOODLANDS DR 50,23639.3588459706,46382.8266594373
1925,530 WOODLANDS DR 14,23533.9470210532,45903.7344799023
1926,796 WOODLANDS DR 72,24631.8551427238,47206.7180586196
1927,777 WOODLANDS CRES,24217.3807498347,47722.6143810805
1928,510 WOODLANDS DR 14,23012.0487692971,46052.9993163273
1929,341 WOODLANDS AVE 1,22191.1233903756,45917.0156776719
1930,321 WOODLANDS ST 32,21991.1262351004,45956.2153499015
1931,529 WOODLANDS DR 14,23499.6767623853,45928.3867537957
1932,678 WOODLANDS AVE 6,24487.9870272577,46913.7389286198
1933,514 WOODLANDS DR 14,23142.859488464,46256.1007862818
1934,511 WOODLANDS DR 14,23029.5045879185,46129.5104531571
1935,124 MARSILING RISE,21998.3180593718,46723.9534040838
1936,142 MARSILING RD,21740.3157335846,46525.4562392775
1937,807 WOODLANDS ST 81,22903.0224325685,47103.3818909526
1938,780 YISHUN RING RD,27951.488387241,44878.3831948638
1939,261 YISHUN ST 22,28588.4418435274,46334.7759326063
1940,711 YISHUN AVE 5,27313.1957240161,45526.6353565231
1941,789 YISHUN AVE 2,28094.4715273995,44701.885254642
1942,220 YISHUN ST 21,28224.8718732428,46055.2141457684
1943,140 YISHUN RING RD,27697.612041655,45878.8221434914
1944,283 YISHUN AVE 6,28663.6361111887,46797.7675727587
1945,210 YISHUN ST 21,28617.5620955704,45894.25155087
1946,216 YISHUN ST 21,28342.735704517,45998.7281253599
1947,214 YISHUN ST 21,28334.1144444468,45907.5526952427
1948,117 YISHUN RING RD,27374.6321336981,46362.3103541769
1949,134 YISHUN ST 11,27787.701607855,46010.4334508274
1950,806 YISHUN RING RD,27754.3683854267,44334.6762252115
1951,152 YISHUN ST 11,28159.8551243022,45862.6245346852
1952,629 YISHUN ST 61,28491.9671856258,44464.6289075743
1953,250 YISHUN AVE 9,28929.7822498707,46359.2018019818
1954,329 YISHUN RING RD,29034.9042588444,45780.9648440927
1955,764 YISHUN ST 72,28073.762536156,45235.2158751879
1956,730 YISHUN ST 71,27800.7340330677,45441.7236132249
1957,613 YISHUN ST 61,28218.6869739853,44649.2699645273
1958,288 YISHUN AVE 6,28479.1614978788,46847.374830652
1959,786 YISHUN RING RD,27859.3481954122,44794.4353052396
1960,664 YISHUN AVE 4,28863.1377190342,44664.0033293534
1961,800 YISHUN RING RD,27865.5449294513,44500.9371095859
1962,773 YISHUN AVE 3,27970.0376065066,44997.3096442427
1963,716 YISHUN ST 71,27346.8481223322,45322.7419853117
1964,115A YISHUN RING RD,27354.1987929828,46114.5056450535
1965,805 YISHUN RING RD,27807.5082196994,44357.4175299536
1966,751 YISHUN ST 72,28105.6991635477,45483.5859902482
1967,139 YISHUN RING RD,27777.4888874684,45930.7813145239
1968,407 YISHUN AVE 6,29652.7334041735,45295.0881565437
1969,618 YISHUN RING RD,28265.382996669,44502.0577816833
1970,235 YISHUN ST 21,28592.3041593218,46227.6872613896
1971,778 YISHUN AVE 2,28052.5846030405,44886.1021966059
1972,130 YISHUN ST 11,27778.794557482,46137.426105991
1973,832 YISHUN ST 81,28154.147853828,44059.7640244253
1974,864 YISHUN AVE 4,28659.225490869,44273.973027166
1975,204 YISHUN ST 21,28275.697266141,45826.4627994467
1976,825 YISHUN ST 81,27939.3664835142,44026.9486871976
1977,415 YISHUN AVE 11,29396.7992897136,45133.1499639954
1978,161 YISHUN ST 11,27979.3368996801,46055.7436538767
1979,863 YISHUN AVE 4,28589.9615081856,44303.4895173833
1980,297 YISHUN ST 20,28229.296356298,46387.2304997277
1981,758 YISHUN ST 72,28105.4437017646,45308.6164621338
1982,796 YISHUN RING RD,28014.428237943,44609.7871655785
1983,406 YISHUN AVE 6,29778.8313680068,45313.1108945012
1984,355 YISHUN RING RD,29282.512195807,45239.4706456587
1985,277 YISHUN ST 22,28409.0858186763,46623.2325718179
1986,640 YISHUN ST 61,28647.7221133895,44738.3063865006
1987,120 ANG MO KIO AVE 3,29254.9017410604,39118.3988784291
1988,220 ANG MO KIO AVE 1,28842.7775965706,38570.7592199203
1989,576 ANG MO KIO AVE 10,30395.7230230775,39268.2355981395
1990,550 ANG MO KIO AVE 10,30769.5465755267,39512.0900024418
1991,182 ANG MO KIO AVE 5,28350.9860304473,39924.6739781387
1992,448 ANG MO KIO AVE 10,30568.3074038075,38830.3058182355
1993,570 ANG MO KIO AVE 3,30526.7426821347,39084.8139777146
1994,610 ANG MO KIO AVE 4,28649.7687436445,40151.9750340227
1995,103 ANG MO KIO AVE 3,28666.1979630627,39225.5638854988
1996,624 ANG MO KIO AVE 4,28743.8101280667,40391.5914363153
1997,233 ANG MO KIO AVE 3,28380.8330470463,38842.1638154127
1998,632 ANG MO KIO AVE 4,28908.552740111,40162.5841741916
1999,607 ANG MO KIO AVE 4,28611.8740149979,40270.6082471758
2000,435 ANG MO KIO AVE 10,30325.4442759715,38859.2495776657
2001,444 ANG MO KIO AVE 10,30376.0397532657,38767.5208488069
2002,119 ANG MO KIO AVE 3,29266.4932891764,39064.8857793789
2003,585 ANG MO KIO AVE 3,30119.8625263609,39179.2386456151
2004,513 ANG MO KIO AVE 8,29878.1228855448,39415.8017650526
2005,504 ANG MO KIO AVE 8,29740.261996272,39646.7835893631
2006,474 ANG MO KIO AVE 10,30748.4567525117,38312.3687072415
2007,577 ANG MO KIO AVE 10,30507.9585530479,39310.8004647978
2008,118 ANG MO KIO AVE 4,28240.0632531978,39477.6030250099
2009,124 ANG MO KIO AVE 6,29274.2121395804,39211.768010933
2010,210 ANG MO KIO AVE 3,29103.5879437439,38953.935972821
2011,565 ANG MO KIO AVE 3,30789.6558974767,39062.2326089982
2012,438 ANG MO KIO AVE 10,30291.19929107,38778.2131956629
2013,426 ANG MO KIO AVE 3,30224.7808318036,39055.7170622889
2014,335 ANG MO KIO AVE 1,29933.3006026261,38362.3548294865
2015,543 ANG MO KIO AVE 10,30550.3802521434,39588.7658879049
2016,315A ANG MO KIO ST 31,29507.1638345392,38473.8500045761
2017,316A ANG MO KIO ST 31,29512.3300345363,38534.4087032676
2018,627 ANG MO KIO AVE 9,28895.9204576425,40421.863475943
2019,129 ANG MO KIO AVE 3,28972.7085465221,39101.5452110749
2020,259 ANG MO KIO AVE 2,27804.0440792311,38956.3026567362
2021,113 BEDOK NTH ST 2,39325.1157076955,34730.3822050821
2022,618 BEDOK RESERVOIR RD,37317.0769805834,35024.2989766803
2023,29 NEW UPP CHANGI RD,39465.3963406589,34022.3188428562
2024,528 BEDOK NTH ST 3,38519.040739893,35232.4963038359
2025,57 CHAI CHEE DR,37681.5524478694,34239.8972472791
2026,45 CHAI CHEE ST,38147.0490360865,34540.8264750764
2027,515 BEDOK NTH AVE 2,38755.2174582491,34896.7653115746
2028,19 CHAI CHEE RD,37893.5476502823,34384.4747534785
2029,533 BEDOK NTH ST 3,38116.2332926681,35086.2220652718
2030,108 BEDOK NTH RD,39452.2536491817,34993.3838332035
2031,30 NEW UPP CHANGI RD,39310.0281771915,33938.3465572372
2032,122 BEDOK NTH ST 2,39626.2889257111,34537.5019002818
2033,539 BEDOK NTH ST 3,38258.9036132144,34955.9858627059
2034,126 BEDOK NTH ST 2,39752.1311856173,34487.8703069296
2035,151 BEDOK RESERVOIR RD,36705.8649310498,35306.8848377708
2036,549 BEDOK NTH AVE 1,38401.2858430911,34879.1322133727
2037,102 BEDOK NTH AVE 4,39589.6775293062,35122.3704825975
2038,55 CHAI CHEE DR,37537.214149544,34341.8359421361
2039,213 BEDOK NTH ST 1,39053.1629892848,34287.1123356149
2040,424 BEDOK NTH AVE 1,38479.5054562604,34515.6517455149
2041,418 BEDOK NTH AVE 2,38763.722580066,34531.6078158114
2042,125 BEDOK NTH RD,39775.0310643269,34562.5000766944
2043,201 BEDOK NTH ST 1,38466.8381234668,34254.5131117925
2044,5 BEDOK STH AVE 2,39249.280394407,33826.9731199797
2045,146 BEDOK RESERVOIR RD,36757.6149503151,35198.9096475802
2046,156 BEDOK STH AVE 3,40482.6724908575,33395.2368657086
2047,518 BEDOK NTH AVE 2,38589.1742309444,34837.1625968833
2048,403 BEDOK NTH AVE 3,39128.6767657818,34702.2352200542
2049,117 BEDOK RESERVOIR RD,36387.9422280807,34846.5572947413
2050,123 BEDOK RESERVOIR RD,36577.7934038742,34946.776314104
2051,54 CHAI CHEE ST,37769.742909967,34632.6580545437
2052,149 BEDOK RESERVOIR RD,36843.1755786473,35328.2416546699
2053,132 BEDOK RESERVOIR RD,36735.6370041221,34999.4052248113
2054,707 BEDOK NTH RD,37589.7847035797,35325.9587525334
2055,513 BEDOK NTH AVE 2,38686.733330166,34947.5793842468
2056,623 BEDOK RESERVOIR RD,37291.1342614712,35094.7491919138
2057,78 BEDOK NTH RD,39967.0230946084,34387.4522150364
2058,95 BEDOK NTH AVE 4,40101.4268050492,35118.35074302
2059,169 BEDOK STH AVE 3,40439.4984507589,33627.6867477652
2060,408 BEDOK NTH AVE 2,39077.5057125092,34527.0856277049
2061,767 BEDOK RESERVOIR VIEW,39513.9003305463,35337.3953891099
2062,10 CHAI CHEE RD,38181.3560703546,34389.1110518854
2063,657 JLN TENAGA,36209.9541950217,35113.8992609233
2064,26 CHAI CHEE RD,38035.9759480301,33993.7729863413
2065,185 BEDOK NTH RD,39964.6664293958,34274.3538356535
2066,219D BEDOK CTRL,39181.6916840868,34122.3039512411
2067,221A BEDOK CTRL,39290.7728058659,34160.0420128051
2068,607 BEDOK RESERVOIR RD,36856.5416478449,34810.258112587
2069,120 BEDOK NTH ST 2,39602.305513721,34687.4311189502
2070,612 BEDOK RESERVOIR RD,37252.2310944116,34926.9874695651
2071,142 BEDOK RESERVOIR RD,36897.6809832742,35313.5590189844
2072,53 CHAI CHEE ST,37644.3630540473,34520.3627453055
2073,90 BEDOK NTH ST 4,39922.61402997,34928.073878305
2074,761 BEDOK RESERVOIR VIEW,39254.3876323719,35345.0114191715
2075,139 BEDOK NTH AVE 3,39360.3157080198,34625.1561347805
2076,805 CHAI CHEE RD,37827.6623918172,34060.7264624871
2077,109 LENGKONG TIGA,36611.5018282281,34091.0622162204
2078,160 BEDOK STH AVE 3,40451.6317049805,33502.8462673165
2079,105 LENGKONG TIGA,36546.354351867,34209.1047496721
2080,24 SIN MING RD,28394.7507199794,37502.2016593795
2081,118 BISHAN ST 12,29847.031491599,36526.1182070654
2082,189 BISHAN ST 13,30060.5080091348,36926.2728168573
2083,309 SHUNFU RD,28474.8222494647,37002.608157238
2084,130 BISHAN ST 12,29969.5266270628,36449.2898920365
2085,243 BISHAN ST 22,29259.4571028771,38127.3804462478
2086,123 BISHAN ST 12,29907.7708296161,36513.2369098961
2087,232 BISHAN ST 22,29356.1291685682,37813.3705460709
2088,138 BISHAN ST 12,30102.0570217231,36322.6135675702
2089,126 BISHAN ST 12,30088.3558556782,36489.7197156586
2090,122 BISHAN ST 12,29924.8042282565,36550.022861762
2091,278 BISHAN ST 24,29137.6632765969,37722.7686942462
2092,222 BISHAN ST 23,29657.0745292027,37790.1590282004
2093,186 BISHAN ST 13,30143.4510016991,36829.3037314434
2094,333 BT BATOK ST 32,18482.4898934253,38470.0055468921
2095,503 BT BATOK ST 52,19138.975400676,37061.1952297371
2096,409 BT BATOK WEST AVE 4,18262.042477631,38503.9533909988
2097,264 BT BATOK EAST AVE 4,19733.6417595902,36891.8601170592
2098,150 BT BATOK ST 11,18023.424222636,36767.4563430771
2099,162 BT BATOK ST 11,17790.1273213224,36699.1235549133
2100,528 BT BATOK ST 51,18849.105186088,37637.2979315575
2101,145 BT BATOK ST 11,18029.2176357917,36898.8612833004
2102,411 BT BATOK WEST AVE 4,18244.8655482121,38440.1397036072
2103,313 BT BATOK ST 32,18480.8846309092,38035.2484873105
2104,134 BT BATOK WEST AVE 6,18116.5585966585,37077.7480030637
2105,180 BT BATOK WEST AVE 8,17930.9222981343,36410.7810562681
2106,263 BT BATOK EAST AVE 4,19800.5607302347,36940.4137767069
2107,374 BT BATOK ST 31,18809.5582492827,37784.5235836525
2108,340 BT BATOK ST 34,18676.5541909439,38354.9958956782
2109,507 BT BATOK ST 52,19170.4981133901,37147.3929385897
2110,232 BT BATOK EAST AVE 5,19277.5369635047,36828.3857034966
2111,161 BT BATOK ST 11,17842.9086313294,36732.574761942
2112,109 BT BATOK WEST AVE 6,18301.369396463,36570.5223682914
2113,224 BT BATOK ST 21,19013.2543337755,36650.000221543
2114,339 BT BATOK ST 34,18817.1687100362,38361.1803106479
2115,367 BT BATOK ST 31,18693.2807630338,38044.3601492532
2116,149 BT BATOK WEST AVE 6,18097.8872460788,36822.4704617076
2117,205 BT BATOK ST 21,18733.9354777755,36583.5507981293
2118,265 BT BATOK EAST AVE 4,19825.1961448621,36902.7095547505
2119,322 BT BATOK ST 33,18474.4383070767,38191.9459600877
2120,368 BT BATOK ST 31,18830.4272068199,38049.6969698742
2121,393 BT BATOK WEST AVE 5,19074.0271179145,38725.5489622187
2122,215 BT BATOK ST 21,19098.8130249567,36545.1957237199
2123,289G BT BATOK ST 25,19705.1276541892,36353.6201203577
2124,358 BT BATOK ST 31,18811.1404173272,38163.7243644819
2125,104 BT BATOK CTRL,18422.4383348022,36790.6989158988
2126,290F BT BATOK ST 24,19584.08483712,36184.8684836011
2127,190 BT BATOK WEST AVE 6,18287.4596234737,36391.5961790755
2128,626 BT BATOK CTRL,18618.8254276589,37091.9809170477
2129,403 BT BATOK WEST AVE 7,18156.1788727883,38575.9865007084
2130,122 BT BATOK CTRL,18388.4019871121,37127.785217667
2131,535 BT BATOK ST 52,18772.0558542404,37451.4558410104
2132,289A BT BATOK ST 25,19897.9974257303,36292.489084363
2133,76 TELOK BLANGAH DR,25264.7945498126,28540.4015894197
2134,28 JLN BT MERAH,25376.1230391152,29869.4950875919
2135,138 JLN BT MERAH,27211.9428714011,28987.1043930631
2136,43 TELOK BLANGAH RISE,26877.8833377371,28097.6351370588
2137,2 JLN BT MERAH,25055.5911451466,29894.4561857246
2138,44 TELOK BLANGAH DR,25503.5969249532,28211.4608560894
2139,22 TELOK BLANGAH CRES,26497.9287933102,28780.9566018879
2140,28 HOY FATT RD,25354.173423755,29895.0668120272
2141,64 TELOK BLANGAH DR,25464.4227383668,28553.9733598344
2142,113 JLN BT MERAH,27104.6037326204,29188.9721399993
2143,61 TELOK BLANGAH HTS,25628.1992569072,28686.508567106
2144,86 REDHILL CL,26370.1359434603,29926.6061721332
2145,22 HAVELOCK RD,27437.965195776,30132.7977308109
2146,75 TELOK BLANGAH DR,25259.6283195484,28597.1342938971
2147,50 MOH GUAN TER,27689.1541681606,29612.5456033498
2148,146 JLN BT MERAH,27720.9776840974,28923.5445329826
2149,69 TELOK BLANGAH HTS,25439.7743085064,28673.0665252693
2150,111A DEPOT RD,25258.8055449463,29285.5715322625
2151,62 TELOK BLANGAH HTS,25527.9890152588,28635.6918308493
2152,39 JLN RUMAH TINGGI,25406.6093155313,30116.0590817966
2153,118A JLN MEMBINA,27146.0173262497,29318.4654754438
2154,6A BOON TIONG RD,27780.6455960264,29917.2232787889
2155,75B REDHILL RD,26059.0976328524,30099.2016914804
2156,25B JLN MEMBINA,27117.7298069755,29561.8615316674
2157,109A DEPOT RD,25342.5255771894,29267.328110436
2158,116 BT MERAH CTRL,25993.4760690611,29635.5951269697
2159,87 TELOK BLANGAH HTS,25198.7795022335,28815.0925917812
2160,114 BT PURMEI RD,27172.9449958205,28616.4851304423
2161,115 BT PURMEI RD,27291.2475312511,28647.4673477709
2162,21 TELOK BLANGAH CRES,26669.495897375,28801.5723677427
2163,131 CASHEW RD,21050.4380116053,39619.6646866705
2164,106 GANGSA RD,20665.4499317538,39987.0194564443
2165,102 GANGSA RD,20747.9775265101,40120.3295543659
2166,219 PETIR RD,21255.2673899448,39573.7904397454
2167,438 FAJAR RD,20986.4589702189,40526.0215101708
2168,437 FAJAR RD,20903.1504917508,40496.4953039307
2169,516 JELAPANG RD,20624.2517250972,41031.9474679921
2170,441 FAJAR RD,21046.5814769957,40575.2892823592
2171,510 JELAPANG RD,20840.3423673147,40997.8617834877
2172,143 PETIR RD,20655.6520946212,39818.1144820824
2173,472 SEGAR RD,21239.7443636917,41093.7451865952
2174,209 PETIR RD,21603.3822855996,39573.4189910498
2175,406 FAJAR RD,20683.6232529301,40423.5891444981
2176,651 SENJA LINK,20283.3879184248,40936.8033906538
2177,227 PENDING RD,21116.6235284684,39661.6551880706
2178,230 PENDING RD,21199.0519047743,39795.1147492956
2179,482 SEGAR RD,21208.5223028595,41231.9684744384
2180,237 BT PANJANG RING RD,21025.4764291849,40060.6041635349
